content_id,place_title,concentration_title,concentration_search_key,concentration_search_keys,concentration_aliases,match_status,match_method,confidence_score,verified_at
1030763,뚝섬한강공원,뚝섬한강공원,,"[""뚝섬한강공원""]",[],matched,exact,1.0000,
126490,서울어린이대공원,서울어린이대공원,,"[""서울어린이대공원""]",[],matched,exact,1.0000,
126518,아차산성,아차산성,,"[""아차산성""]",[],matched,exact,1.0000,
129552,아차산,아차산,,"[""아차산""]",[],matched,exact,1.0000,
130938,광나루안전체험관,광나루안전체험관,,"[""광나루안전체험관""]",[],matched,exact,1.0000,
1897833,서울상상나라,서울상상나라,,"[""서울상상나라""]",[],matched,exact,1.0000,
2401757,자양동 양꼬치거리 (중국음식문화거리),자양동 양꼬치거리 (중국음식문화거리),양꼬치거리,"[""양꼬치거리"", ""자양동""]",[],matched,exact,1.0000,
2751406,노룬산골목시장,노룬산골목시장,,"[""노룬산골목시장""]",[],matched,exact,1.0000,
2751414,중곡제일골목시장,중곡제일시장,,"[""중곡제일시장""]",[],matched,manual,1.0000,
2756575,긴고랑공원,긴고랑 공원,긴고랑,"[""긴고랑"", ""공원""]",[],matched,exact,1.0000,
2758197,면곡시장,면곡시장,,"[""면곡시장""]",[],matched,exact,1.0000,
2773309,아차산배수지체육공원,아차산배수지체육공원,,"[""아차산배수지체육공원""]",[],matched,exact,1.0000,
2774440,신성종합시장,신성종합시장,,"[""신성종합시장""]",[],matched,exact,1.0000,
337546,영화사(서울),영화사(서울),,"[""영화사(서울)"", ""영화사""]",[],matched,exact,1.0000,
742972,아차산 어울림정원,아차산 어울림정원,어울림정원,"[""어울림정원"", ""아차산""]",[],matched,exact,1.0000,
753850,키즈오토파크,키즈오토파크,,"[""키즈오토파크""]",[],matched,exact,1.0000,
