content_id,place_title,concentration_title,concentration_search_key,concentration_search_keys,concentration_aliases,match_status,match_method,confidence_score,verified_at
1116022,호암산성,호암산성,,"[""호암산성""]",[],matched,exact,1.0000,
2553946,금천예술공장,금천예술공장,,"[""금천예술공장""]",[],matched,exact,1.0000,
2743857,독산동 우시장,독산동우시장,,"[""독산동우시장""]",[],matched,exact,1.0000,
2756091,별빛 남문시장,별빛 남문시장,남문시장,"[""남문시장"", ""별빛""]",[],matched,exact,1.0000,
2756098,비단길 현대시장,비단길 현대시장,현대시장,"[""현대시장"", ""비단길""]",[],matched,exact,1.0000,
2756120,금빛공원,금빛공원,,"[""금빛공원""]",[],matched,exact,1.0000,
2756126,금천 체육공원,금천 체육공원,체육공원,"[""체육공원"", ""금천""]",[],matched,exact,1.0000,
2756134,금천 폭포공원,금천 폭포공원,폭포공원,"[""폭포공원"", ""금천""]",[],matched,exact,1.0000,
2756142,독산 근린공원,독산 근린공원,근린공원,"[""근린공원"", ""독산""]",[],matched,exact,1.0000,
2756150,산기슭공원,산기슭 공원,산기슭,"[""산기슭"", ""공원""]",[],matched,exact,1.0000,
2756153,쌈지 어린이공원,쌈지 어린이공원,어린이공원,"[""어린이공원"", ""쌈지""]",[],matched,exact,1.0000,
