content_id,place_title,concentration_title,concentration_search_key,concentration_search_keys,concentration_aliases,match_status,match_method,confidence_score,verified_at
126480,관악산,관악산,,"[""관악산""]",[],matched,exact,1.0000,
126513,관악산 낙성대공원,관악산 낙성대공원,낙성대공원,"[""낙성대공원"", ""관악산""]",[],matched,exact,1.0000,
126909,서울 구 벨기에영사관 (현 서울시립 남서울미술관),서울 구 벨기에영사관(현 서울시립 남서울미술관),벨기에영사관,"[""벨기에영사관"", ""서울"", ""구"", ""서울시립""]",[],matched,exact,1.0000,
126914,효민공 이경직 묘역,효민공 이경직 묘역,이경직,"[""이경직"", ""효민공"", ""묘역""]",[],matched,exact,1.0000,
126916,관음사(서울),관음사(서울),,"[""관음사(서울)"", ""관음사""]",[],matched,exact,1.0000,
126917,자운암(서울),자운암(서울),,"[""자운암(서울)"", ""자운암""]",[],matched,exact,1.0000,
126918,약수사(서울),약수사(서울),,"[""약수사(서울)"", ""약수사""]",[],matched,exact,1.0000,
128015,서울 신림동 민속순대타운,서울 신림동 민속순대타운,민속순대타운,"[""민속순대타운"", ""신림동"", ""서울""]",[],matched,exact,1.0000,
129799,호림박물관 신림본관,호림박물관,,"[""호림박물관""]",[],matched,manual,1.0000,
130170,서울대학교 규장각,서울대학교 규장각,서울대학교,"[""서울대학교"", ""규장각""]",[],matched,exact,1.0000,
2741608,인헌시장,인헌시장,,"[""인헌시장""]",[],matched,exact,1.0000,
2753920,신원시장,신원시장,,"[""신원시장""]",[],matched,exact,1.0000,
2753923,관악신사시장,관악신사시장,,"[""관악신사시장""]",[],matched,exact,1.0000,
2753926,봉천중앙시장,봉천중앙시장,,"[""봉천중앙시장""]",[],matched,exact,1.0000,
2753928,우림시장(관악),우림시장,,"[""우림시장""]",[],matched,normalized,1.0000,
2753931,봉일시장,봉일시장,,"[""봉일시장""]",[],matched,exact,1.0000,
2753936,삼성동시장,삼성동시장,,"[""삼성동시장""]",[],matched,exact,1.0000,
2761662,명락사,명락사,,"[""명락사""]",[],matched,exact,1.0000,
3385165,서울특별시교육청 융합과학교육원,서울특별시교육청 과학전시관,서울특별시교육청,"[""서울특별시교육청"", ""과학전시관""]",[],matched,manual,1.0000,
756594,관악산 호수공원,관악산 호수공원,호수공원,"[""호수공원"", ""관악산""]",[],matched,exact,1.0000,
756600,삼성산성지,삼성산성지,,"[""삼성산성지""]",[],matched,exact,1.0000,
