content_id,title,중분류,소분류,latitude,longitude
yongsan_213,롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971732
yongsan_214,노스페이스 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_215,시슬리 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_216,베네통 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_217,엔포토,면세점,사후면세점,37.551182,126.987650
yongsan_218,지이크 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_219,네파 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_220,비이커 한남점,면세점,사후면세점,37.536638,126.999917
yongsan_221,란스미어 한남점,면세점,사후면세점,37.538499,127.001133
yongsan_222,중소기업명품마루 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_223,미샤 롯데마트 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_224,오디오파크,면세점,사후면세점,37.532789,126.959559
yongsan_225,핑 팬텀 롯데아울렛 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_226,탠디 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_227,컬럼비아 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_228,아이더 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_229,올리브영 이태원입구점,면세점,사후면세점,37.534589,126.989908
yongsan_230,르 라보 이태원점,면세점,사후면세점,37.537812,127.001020
yongsan_231,이니스프리 이태원점,면세점,사후면세점,37.534171,126.991768
yongsan_232,초이컴,면세점,사후면세점,37.532789,126.959559
yongsan_233,이태원맨인블랙안경원,면세점,사후면세점,37.537664,127.001921
yongsan_234,기념품더방,면세점,사후면세점,37.551123,126.987868
yongsan_235,레노마정장 롯데아울렛 서울역점,면세점,사후면세점,37.554728,126.969526
yongsan_236,듀엘 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_237,헬리녹스 크리에이티브 센터 서울,면세점,사후면세점,37.532345,127.008042
yongsan_238,LAP 아이파크몰 용산점,면세점,사후면세점,37.529772,126.964742
yongsan_239,카시나 한남점,면세점,사후면세점,37.538205,127.001811
yongsan_240,온더스팟 한남점,면세점,사후면세점,37.536007,127.000019
yongsan_241,컨버스 이태원점,면세점,사후면세점,37.534047,126.989588
yongsan_242,올리브영 순천향입구점,면세점,사후면세점,37.533401,127.006011
yongsan_243,꼼데가르송 한남점,면세점,사후면세점,37.538142,127.001234
yongsan_244,협진컴퓨터,면세점,사후면세점,37.532789,126.959559
yongsan_245,반월음향,면세점,사후면세점,37.532789,126.959559
yongsan_247,커버낫 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_248,올리브영 트윈시티점,면세점,사후면세점,37.551086,126.972911
yongsan_249,MUJI 아이파크몰 용산점,면세점,사후면세점,37.529772,126.964742
yongsan_250,경리단길,기타체험,기타체험관광,37.538452,126.987515
yongsan_251,로이드 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_252,유니클로 용산 아이파크몰 용산점,면세점,사후면세점,37.529772,126.964742
yongsan_253,지고트 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_254,올리브영 이태원중앙점,면세점,사후면세점,37.534814,126.993735
yongsan_255,올리브영 한남오거리점,면세점,사후면세점,37.533832,127.007746
yongsan_256,오브제 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_257,올리브영 용산리첸시아점,면세점,사후면세점,37.537981,126.967988
yongsan_258,잇미샤 롯데아울렛 서울역점,면세점,사후면세점,37.554838,126.971733
yongsan_259,후암별채,웰니스관광,힐링명상,37.549762,126.976152
yongsan_260,여인숙,주점,바/펍,37.536884,126.987719
yongsan_261,힐즈앤유로파,카페/ 찻집,카페,37.541643,126.987117
yongsan_262,레인리포트 경리단,카페/ 찻집,카페,37.541775,126.993672
yongsan_263,대원뮤지엄,전시시설,전시관,37.529772,126.964741
yongsan_264,노들섬 라이브하우스,공연시설,공연장,37.518200,126.958300
