content_id,place_title,concentration_title,concentration_search_key,concentration_search_keys,concentration_aliases,match_status,match_method,confidence_score,verified_at
1019182,이태원 앤틱 가구거리,이태원 앤틱 가구 거리,거리,"[""거리"", ""이태원"", ""가구"", ""앤틱""]",[],matched,exact,1.0000,
1253279,이태원시장,이태원시장,,"[""이태원시장""]",[],matched,exact,1.0000,
126499,용산가족공원,용산가족공원,,"[""용산가족공원""]",[],matched,exact,1.0000,
126529,새남터기념성당,새남터기념성당,,"[""새남터기념성당""]",[],matched,exact,1.0000,
126535,남산서울타워,남산서울타워,,"[""남산서울타워""]",[],matched,exact,1.0000,
126803,당고개순교성지,당고개순교성지,,"[""당고개순교성지""]",[],matched,exact,1.0000,
126999,이태원 관광특구,이태원 관광특구,관광특구,"[""관광특구"", ""이태원""]",[],matched,exact,1.0000,
127643,서울 효창공원,서울 효창공원,효창공원,"[""효창공원"", ""서울""]",[],matched,exact,1.0000,
129703,국립중앙박물관,국립중앙박물관,,"[""국립중앙박물관""]",[],matched,exact,1.0000,
130431,전쟁기념관,전쟁기념관,,"[""전쟁기념관""]",[],matched,exact,1.0000,
130473,백범김구기념관,백범김구기념관,,"[""백범김구기념관""]",[],matched,exact,1.0000,
130525,리움미술관,리움 미술관,리움,"[""리움"", ""미술관""]",[],matched,exact,1.0000,
1603296,서빙고동 부군당,서빙고동 부군당,서빙고동,"[""서빙고동"", ""부군당""]",[],matched,exact,1.0000,
1603482,남산 야외식물원,남산 야외식물원,야외식물원,"[""야외식물원"", ""남산""]",[],matched,exact,1.0000,
2605803,식민지역사박물관,식민지역사박물관,,"[""식민지역사박물관""]",[],matched,exact,1.0000,
2638475,노들섬,노들섬,,"[""노들섬""]",[],matched,exact,1.0000,
2714284,용산도시기억전시관,용산도시기억전시관,,"[""용산도시기억전시관""]",[],matched,exact,1.0000,
2758125,왜고개,왜고개,,"[""왜고개""]",[],matched,exact,1.0000,
2758150,용산역광장,용산역광장,,"[""용산역광장""]",[],matched,exact,1.0000,
2760240,후암시장,후암시장,,"[""후암시장""]",[],matched,exact,1.0000,
2760249,성촌공원,성촌공원,,"[""성촌공원""]",[],matched,exact,1.0000,
2761474,만리시장,만리시장,,"[""만리시장""]",[],matched,exact,1.0000,
2761544,해방촌마을,해방촌마을,,"[""해방촌마을""]",[],matched,exact,1.0000,
2773303,아모레퍼시픽미술관,아모레퍼시픽미술관,,"[""아모레퍼시픽미술관""]",[],matched,exact,1.0000,
2775505,민주화운동기념관,민주인권기념관,,"[""민주인권기념관""]",[],matched,manual,1.0000,
704506,서울 삼각지 대구탕 골목,서울 삼각지 대구탕 골목,대구탕,"[""대구탕"", ""삼각지"", ""골목"", ""서울""]",[],matched,exact,1.0000,
970636,이촌한강공원,이촌한강공원,,"[""이촌한강공원""]",[],matched,exact,1.0000,
