content_id,place_title,concentration_title,concentration_search_key,concentration_search_keys,concentration_aliases,match_status,match_method,confidence_score,verified_at
127215,양천향교,양천향교,,"[""양천향교""]",[],matched,exact,1.0000,
127216,서울 양천고성지,서울 양천고성지,양천고성지,"[""양천고성지"", ""서울""]",[],matched,exact,1.0000,
130552,허준박물관,허준박물관,,"[""허준박물관""]",[],matched,exact,1.0000,
143066,메이필드호텔,메이필드호텔서울,,"[""메이필드호텔서울""]",[],matched,manual,1.0000,
2589349,서울식물원,서울식물원,,"[""서울식물원""]",[],matched,exact,1.0000,
2706762,국립항공박물관,국립항공박물관,,"[""국립항공박물관""]",[],matched,exact,1.0000,
2733968,강서한강공원,강서한강공원,,"[""강서한강공원""]",[],matched,exact,1.0000,
2741624,송화벽화시장,송화벽화시장,,"[""송화벽화시장""]",[],matched,exact,1.0000,
2741626,강서농산물도매시장,강서농산물도매시장,,"[""강서농산물도매시장""]",[],matched,exact,1.0000,
2753917,화곡본동시장,화곡본동시장,,"[""화곡본동시장""]",[],matched,exact,1.0000,
2755447,황금내근린공원,황금내근린공원,,"[""황금내근린공원""]",[],matched,exact,1.0000,
2759655,방신전통시장,방신재래시장,,"[""방신재래시장""]",[],matched,manual,1.0000,
2782732,스페이스K 서울,스페이스K,,"[""스페이스K""]",[],matched,manual,1.0000,
309300,미타사(강서),미타사(강서),,"[""미타사(강서)"", ""미타사""]",[],matched,exact,1.0000,
337422,약사사(서울),약사사(서울),,"[""약사사(서울)"", ""약사사""]",[],matched,exact,1.0000,
774675,겸재정선미술관,겸재정선미술관,,"[""겸재정선미술관""]",[],matched,exact,1.0000,
809490,강서습지생태공원,강서습지생태공원,,"[""강서습지생태공원""]",[],matched,exact,1.0000,
