content_id,content_type_id,title,address,latitude,longitude,area_code,district_code,lcls_systm1,lcls_systm2,lcls_systm3,source_modified_at,first_image_url,thumbnail_url,list_fetched_at
126480,12,관악산,서울특별시 관악구 관악로 대학동 일대,37.4484036407,126.9540987991,11,620,NA,NA01,NA010100,2026-01-05 11:17:40+09:00,http://tong.visitkorea.or.kr/cms/resource/74/3589374_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3589374_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
126513,12,관악산 낙성대공원,서울특별시 관악구 낙성대로 77,37.4710776727382,126.960231498477,11,620,HS,HS01,HS011200,2026-03-11 10:03:40+09:00,https://tong.visitkorea.or.kr/cms/resource/63/3503463_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/3503463_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
126909,12,서울 구 벨기에영사관 (현 서울시립 남서울미술관),서울특별시 관악구 남부순환로 2076,37.4760635243,126.9795183664,11,620,HS,HS01,HS011100,2026-08-21 09:37:39+09:00,https://tong.visitkorea.or.kr/cms/resource/22/4102422_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/22/4102422_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
126912,12,봉천동 마애미륵불좌상,서울특별시 관악구 낙성대로15길 56-39,37.4675059361729,126.96303688199,11,620,HS,HS02,HS020300,2026-02-27 09:56:45+09:00,,,2026-08-29T22:50:16.265875+09:00
126914,12,효민공 이경직 묘역,서울특별시 관악구 남현동 산 57-48,37.4709514086,126.9756156509,11,620,HS,HS01,HS010800,2025-03-28 13:57:40+09:00,http://tong.visitkorea.or.kr/cms/resource/84/3401684_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/3401684_image3_1.JPG,2026-08-29T22:50:16.265875+09:00
126916,12,관음사(서울),서울특별시 관악구 승방1길 109-80 (남현동),37.4677034131323,126.976508055499,11,620,HS,HS03,HS030100,2026-03-17 10:12:58+09:00,https://tong.visitkorea.or.kr/cms/resource/59/3526759_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/59/3526759_image3_1.JPG,2026-08-29T22:50:16.265875+09:00
126917,12,자운암(서울),서울특별시 관악구 관악로 1 (신림동),37.449017,126.953853,11,620,HS,HS03,HS030100,2026-03-04 10:04:26+09:00,https://tong.visitkorea.or.kr/cms/resource/44/2363144_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/44/2363144_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
126918,12,약수사(서울),서울특별시 관악구 약수암1길 28 약수사,37.4595063956232,126.934445450469,11,620,HS,HS03,HS030100,2026-03-18 10:10:05+09:00,https://tong.visitkorea.or.kr/cms/resource/10/3591410_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3591410_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
126919,12,서울 신림동 굴참나무,서울특별시 관악구 난곡로35길 28-7,37.4709657960395,126.916957941488,11,620,NA,NA03,NA030200,2026-03-17 10:12:58+09:00,https://tong.visitkorea.or.kr/cms/resource/24/3526724_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/24/3526724_image3_1.JPG,2026-08-29T22:50:16.265875+09:00
128015,12,서울 신림동 민속순대타운,서울특별시 관악구 신림로59길 14 (신림동),37.4832978394561,126.928773107003,11,620,VE,VE04,VE040100,2026-03-13 14:34:39+09:00,https://tong.visitkorea.or.kr/cms/resource/35/3526735_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/35/3526735_image3_1.JPG,2026-08-29T22:50:16.265875+09:00
129799,14,호림박물관 신림본관,서울특별시 관악구 남부순환로152길 53 (신림동),37.4808186916,126.9187927683,11,620,VE,VE07,VE070100,2025-09-17 17:13:58+09:00,http://tong.visitkorea.or.kr/cms/resource/80/3540180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3540180_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
129839,14,서울대학교 박물관,서울특별시 관악구 관악로 1 서울대학교 서울대학교박물관,37.4663514558,126.9483849253,11,620,VE,VE07,VE070100,2025-11-26 15:39:29+09:00,http://tong.visitkorea.or.kr/cms/resource/99/3574499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3574499_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
130170,14,서울대학교 규장각,서울특별시 관악구 관악로 1,37.4639395085389,126.952193595313,11,620,VE,VE07,VE070300,2026-02-11 08:10:09+09:00,https://tong.visitkorea.or.kr/cms/resource/26/762426_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/26/762426_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
130212,14,관악문화원,서울특별시 관악구 신림로3길 35 (신림동),37.4676512424,126.9448852069,11,620,VE,VE09,VE090100,2025-08-05 16:10:17+09:00,http://tong.visitkorea.or.kr/cms/resource/07/3476907_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3476907_image3_1.JPG,2026-08-29T22:50:16.265875+09:00
130881,14,서울대학교 미술관,서울특별시 관악구 관악로 1 (신림동) 서울대학교 151동,37.466298134759285,126.94837058947822,11,620,VE,VE07,VE070600,2026-03-09 09:36:31+09:00,https://tong.visitkorea.or.kr/cms/resource/85/3540185_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/85/3540185_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
131453,28,관악청소년센터,서울특별시 관악구 신림로23길 17 (신림동),37.470214657,126.9350193668,11,620,VE,VE10,VE100200,2026-01-05 10:41:04+09:00,http://tong.visitkorea.or.kr/cms/resource/65/3589365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3589365_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
131533,28,신림체육센터,서울특별시 관악구 난곡로58길 13 (신림동),37.480070670310525,126.9160320405826,11,620,VE,VE10,VE100200,2026-04-14 09:19:50+09:00,https://tong.visitkorea.or.kr/cms/resource/59/3589359_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/59/3589359_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
131617,28,관악구민운동장,서울특별시 관악구 낙성대로 40-1 (봉천동),37.4747334,126.9571705,11,620,VE,VE10,VE100100,2026-08-06 08:42:36+09:00,https://tong.visitkorea.or.kr/cms/resource/61/3463661_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/61/3463661_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
135136,39,강강술래 신림동,서울특별시 관악구 남부순환로 1660,37.4845518811,126.9350272959,11,620,FD,FD01,FD010100,2025-11-19 11:28:18+09:00,,,2026-08-29T22:50:16.265875+09:00
1646603,39,삼수갑산,서울특별시 관악구 남현1길 38-9,37.4755135941972,126.979679477413,11,620,FD,FD01,FD010100,2026-02-05 17:40:43+09:00,,,2026-08-29T22:50:16.265875+09:00
1889832,39,왕돈까스&왕냉면,서울특별시 관악구 남부순환로 1377,37.4801990528,126.9038663674,11,620,FD,FD01,FD010100,2025-09-18 14:29:49+09:00,http://tong.visitkorea.or.kr/cms/resource/47/2371447_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2371447_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
2406545,28,관악산 무장애숲길,서울특별시 관악구 관악산나들길 149 (신림동),37.455599704270384,126.94575118388592,11,620,LS,LS01,LS011900,2026-03-12 09:08:40+09:00,https://tong.visitkorea.or.kr/cms/resource/09/3502109_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/09/3502109_image3_1.jpeg,2026-08-29T22:50:16.265875+09:00
2573944,32,Cozy Lodge,"서울특별시 관악구 성현로 80 (봉천동,관악드림타운아파트)107동 701호",37.489801568,126.9515978613,11,620,AC,AC06,AC060200,2025-09-15 13:20:16+09:00,http://tong.visitkorea.or.kr/cms/resource/23/2573023_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/23/2573023_image3_1.jpeg,2026-08-29T22:50:16.265875+09:00
2608495,32,둥글하우스 (Doonggle House),서울특별시 관악구 남부순환로247가길 22 (봉천동)2층,37.4774199202,126.9654608369,11,620,AC,AC06,AC060200,2025-10-23 14:30:00+09:00,,,2026-08-29T22:50:16.265875+09:00
2608496,32,샤갈의 집,서울특별시 관악구 남부순환로247길 14-8 (봉천동)2층,37.4765478211,126.9666746399,11,620,AC,AC06,AC060200,2025-10-23 14:30:00+09:00,,,2026-08-29T22:50:16.265875+09:00
2612274,15,관악강감찬축제,서울특별시 관악구 낙성대로 77 (봉천동),37.4715875501,126.9587204342,11,620,EV,EV01,EV010200,2026-08-10 15:36:32+09:00,https://tong.visitkorea.or.kr/cms/resource/31/4073831_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/31/4073831_image3_1.jpg,2026-08-29T22:50:16.265875+09:00
