content_id,content_type_id,title,address,latitude,longitude,area_code,district_code,lcls_systm1,lcls_systm2,lcls_systm3,operating_hours_raw,rest_date_raw,operating_schedule,operating_parse_status,operating_parser_version,source_modified_at,list_fetched_at,detail_fetched_at,last_seen_at,detail_fetch_status,detail_error_code,is_active,inactive_reason,inactive_at,last_sync_run_id,created_at,updated_at,parking_info_raw,parking_fee_raw,use_fee_raw,discount_info_raw,first_image_url,thumbnail_url,info_center_raw,baby_carriage_raw,pet_raw,credit_card_raw,restroom_raw
135103,39,풍류사랑,"서울특별시 종로구 인사동8길 12-7",37.5738378393822,126.986198264096,11,110,FD,FD01,FD010100,16:30~21:00,"매주 토요일~일요일","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""16:30~21:00"", ""time_ranges"": [{""end"": ""21:00"", ""start"": ""16:30"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [5, 6], ""source_text"": ""매주 토요일~일요일""}], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-02-26 08:54:44+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.371579+00","2026-08-09 02:40:01.65672+00",,,,,https://tong.visitkorea.or.kr/cms/resource/43/1353643_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/43/1353643_image3_1.jpg,,,,,
135747,39,"채식요리전문점 오세계향","서울특별시 종로구 인사동12길 14-5 (관훈동)",37.5746800002982,126.9852667001,11,110,FD,FD02,FD020500,"- 11:30~21:00- 점심 마지막 주문 15:00- 준비시간 16:00~17:00- 저녁 마지막 주문 20:00","매주 목요일 / 설·추석 연휴","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""- 11:30~21:00- 점심 마지막 주문 15:00- 준비시간 16:00~17:00- 저녁 마지막 주문 20:00"", ""time_ranges"": [{""end"": ""21:00"", ""start"": ""11:30"", ""crosses_midnight"": false}, {""end"": ""17:00"", ""start"": ""16:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [3], ""source_text"": ""매주 목요일 / 설·추석 연휴""}], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-02-10 23:10:09+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00",,,,,,,,,,,
1364932,12,"세종대왕 동상","서울특별시 종로구 세종로 1-68",37.5729534722,126.9769154284,11,110,VE,VE01,VE010500,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-12-31 00:14:46+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.955853+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/38/3590038_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3590038_image3_1.jpg,,,,,
1364975,12,"충무공 이순신 동상","서울특별시 종로구 세종로 1-68",37.571053693,126.9769154822,11,110,VE,VE01,VE010500,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-12-31 00:22:35+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.371579+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/45/3590045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3590045_image3_1.jpg,,,,,
1367251,12,부암동,"서울특별시 종로구 창의문로 145",37.5924870824,126.9640854894,11,110,VE,VE04,VE040200,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-12-04 04:41:24+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.882874+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/19/3109519_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3109519_image3_1.JPG,,,,,
1380688,14,대학로예술극장,"서울특별시 종로구 대학로10길 17 (동숭동)",37.5820038167,127.0031297122,11,110,VE,VE06,VE060100,"공연마다 상이하므로 홈페이지 참조","공연마다 상이하므로 홈페이지 참조","{""rules"": [], ""warnings"": [""운영시간을 구조화하지 못했습니다.""], ""availability"": ""unknown"", ""closure_rules"": [], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2026-08-03 04:38:51+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.808988+00","2026-08-09 02:40:01.65672+00",,,"공연마다 상이하므로 홈페이지 참조",,,,,,,,
1386291,39,친니,"서울특별시 종로구 세종대로 175 (세종로) 세종문화회관 지하 1층",37.5718478584908,126.976168275947,11,110,FD,FD02,FD020100,"- 11:30~21:30- 준비 시간 15:00~17:00- 마지막 주문 20:30",연중무휴,"{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""- 11:30~21:30- 준비 시간 15:00~17:00- 마지막 주문 20:30"", ""time_ranges"": [{""end"": ""21:30"", ""start"": ""11:30"", ""crosses_midnight"": false}, {""end"": ""17:00"", ""start"": ""15:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-03-13 07:27:44+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.371579+00","2026-08-09 02:40:01.65672+00","가능최초 2시간 4,000원 이후 5분당 추가요금 430원 발생",,,,https://tong.visitkorea.or.kr/cms/resource/11/3578411_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/3578411_image3_1.jpg,,,,,
1394252,39,"인사동 촌","서울특별시 종로구 인사동14길 19 (관훈동)",37.574991347001,126.985117571103,11,110,FD,FD01,FD010100,"- 11:30~21:00- 준비시간 15:00~17:00- 마지막 주문 20:00",연중무휴,"{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""- 11:30~21:00- 준비시간 15:00~17:00- 마지막 주문 20:00"", ""time_ranges"": [{""end"": ""21:00"", ""start"": ""11:30"", ""crosses_midnight"": false}, {""end"": ""17:00"", ""start"": ""15:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-03-13 07:28:41+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.225101+00","2026-08-09 02:40:01.65672+00",불가능,,,,https://tong.visitkorea.or.kr/cms/resource/75/4002875_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/75/4002875_image3_1.jpg,,,,,
141661,15,"수문장 교대의식","서울특별시 종로구 사직로 161 (세종로)",37.5801313447,126.9767073438,11,110,EV,EV02,EV020100,"수문장 교대의식 10시, 14시 광화문 파수의식 11시, 13시 수문군 공개훈련 9시35분, 13시 35분",,"{""rules"": [], ""warnings"": [""운영시간을 구조화하지 못했습니다.""], ""availability"": ""unknown"", ""closure_rules"": [], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2026-08-04 00:52:15+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-08-08 05:25:58.291531+00","2026-08-09 02:40:01.65672+00",,,무료,,https://tong.visitkorea.or.kr/cms/resource/87/3112987_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/87/3112987_image3_1.png,,,,,
141759,15,종묘대제,"서울특별시 종로구 종로 157 종묘",37.5742351620923,126.994430782881,11,110,EV,EV01,EV010400,10:00~17:30,,"{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""10:00~17:30"", ""time_ranges"": [{""end"": ""17:30"", ""start"": ""10:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-04-24 00:16:26+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00",,,무료,,https://tong.visitkorea.or.kr/cms/resource/58/4057758_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/58/4057758_image3_1.jpg,,,,,
1494435,39,종로할머니칼국수,"서울특별시 종로구 돈화문로11다길 14-2",37.5727963834194,126.990825620143,11,110,FD,FD01,FD010100,"11:00~20:00※ 재료 소진 시 조기 마감",연중무휴,"{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""11:00~20:00※ 재료 소진 시 조기 마감"", ""time_ranges"": [{""end"": ""20:00"", ""start"": ""11:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-02-20 00:49:35+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00",불가능,,,,,,,,,,
1539730,15,"2026 이럴때이런음악 해설이 있는 청소년음악회","서울특별시 종로구 세종대로 175 (세종로)",37.5718478585,126.9761682759,11,110,EV,EV02,EV020600,19:30~21:30,,"{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""19:30~21:30"", ""time_ranges"": [{""end"": ""21:30"", ""start"": ""19:30"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2026-07-21 05:36:45+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.44801+00","2026-08-09 02:40:01.65672+00",,,"- R석 30,000원- S석 20,000원",,https://tong.visitkorea.or.kr/cms/resource/87/4090187_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/87/4090187_image3_1.jpg,,,,,
1590323,38,통인시장,"서울특별시 종로구 자하문로15길 18 (통인동)",37.5807670044059,126.969947621917,11,110,SH,SH06,SH060200,"[통인시장 점포]07:00~21:00[도시락카페]11:00~15:00","점포 별로 상이함","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""07:00~21:00"", ""time_ranges"": [{""end"": ""21:00"", ""start"": ""07:00"", ""crosses_midnight"": false}], ""last_admission"": null}, {""months"": null, ""weekdays"": null, ""source_text"": ""11:00~15:00"", ""time_ranges"": [{""end"": ""15:00"", ""start"": ""11:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [""휴무 문구의 일부 예외를 구조화하지 못했습니다.""], ""availability"": ""scheduled"", ""closure_rules"": [], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2026-03-09 00:36:31+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.371579+00","2026-08-09 02:40:01.65672+00",가능,,,,https://tong.visitkorea.or.kr/cms/resource/39/3300739_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/3300739_image3_1.jpg,,,,,
1603543,12,무궁화동산,"서울특별시 종로구 궁정동 55-5",37.5843076223,126.9721572068,11,110,VE,VE03,VE030100,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-11-03 06:28:56+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.882874+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/24/3399924_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3399924_image3_1.JPG,,,,,
1603677,12,동십자각,"서울특별시 종로구 삼청로 1",37.5760791102,126.9794210836,11,110,HS,HS01,HS010200,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2026-07-27 04:41:17+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.808988+00","2026-08-09 02:40:01.65672+00",불가능,,,,https://tong.visitkorea.or.kr/cms/resource/91/4092691_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4092691_image3_1.jpg,,,,,
1604450,12,황학정,"서울특별시 종로구 사직로9길 15-32 (사직동)",37.5771000006,126.9651024987,11,110,HS,HS01,HS010100,10:00~17:00,"매주 월요일 / 1월 1일 / 설·추석 당일","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""10:00~17:00"", ""time_ranges"": [{""end"": ""17:00"", ""start"": ""10:00"", ""crosses_midnight"": false}], ""last_admission"": null}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일 / 1월 1일 / 설·추석 당일""}], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2025-07-24 05:41:00+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.44801+00","2026-08-09 02:40:01.65672+00",가능,,,,http://tong.visitkorea.or.kr/cms/resource/31/3350631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3350631_image3_1.jpg,,,,,
1604652,12,건청궁,"서울특별시 종로구 사직로 161 (세종로)",37.5760836609,126.9767375783,11,110,HS,HS01,HS011200,"[1월~2월] 09:00~17:00 (입장마감 16:00)<br>
[3월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~12월] 09:00~17:00 (입장마감 16:00)","매주 화요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"": [{""months"": [1, 2], ""weekdays"": null, ""source_text"": "" 09:00~17:00 (입장마감 16:00)"", ""time_ranges"": [{""end"": ""17:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""16:00""}, {""months"": [3, 4, 5], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [6, 7, 8], ""weekdays"": null, ""source_text"": "" 09:00~18:30 (입장마감 17:30)"", ""time_ranges"": [{""end"": ""18:30"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:30""}, {""months"": [9, 10], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [11, 12], ""weekdays"": null, ""source_text"": "" 09:00~17:00 (입장마감 16:00)"", ""time_ranges"": [{""end"": ""17:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""16:00""}], ""warnings"": [""휴무 문구의 일부 예외를 구조화하지 못했습니다.""], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [1], ""source_text"": ""매주 화요일""}], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2025-03-13 06:55:16+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.721834+00","2026-08-09 02:40:01.65672+00","가능 (버스 50대 / 승용차 240대)",,,,http://tong.visitkorea.or.kr/cms/resource/10/2527110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2527110_image3_1.jpg,,,,,
1604697,12,세종로공원,"서울특별시 종로구 세종대로 지하189 (세종로)",37.5734839492,126.9759766097,11,110,VE,VE03,VE030100,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-11-03 06:17:07+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.955853+00","2026-08-09 02:40:01.65672+00",가능,,,,http://tong.visitkorea.or.kr/cms/resource/51/3412051_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/51/3412051_image3_1.JPG,,,,,
1604733,12,숭인근린공원,"서울특별시 종로구 숭인동 58-70",37.5772537086,127.0179143478,11,110,VE,VE03,VE030400,"상시 개방",연중무휴,"{""rules"": [], ""warnings"": [], ""availability"": ""all_day"", ""closure_rules"": [], ""assumption_reason"": ""always_open_text""}",parsed,operating-hours-1.2.0,"2025-03-14 01:05:25+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.150397+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/45/3384845_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/3384845_image3_1.JPG,,,,,
1604784,12,"경희궁 흥화문","서울특별시 종로구 새문안로 55 (신문로2가)",37.5698981615,126.9707771853,11,110,HS,HS01,HS010300,"09:00~18:00 (입장마감 17:30)","매주 월요일 / 1월 1일","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""09:00~18:00 (입장마감 17:30)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:30""}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일 / 1월 1일""}], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2025-03-13 04:40:49+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.721834+00","2026-08-09 02:40:01.65672+00",가능,,,,http://tong.visitkorea.or.kr/cms/resource/55/3384855_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/3384855_image3_1.JPG,,,,,
1604824,12,경희궁공원,"서울특별시 종로구 새문안로 55 (신문로2가)",37.5698981615,126.9707771853,11,110,VE,VE03,VE030500,"09:00~18:00 (입장 마감 17:30)","매주 월요일 / 1월 1일","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""09:00~18:00 (입장 마감 17:30)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:30""}], ""warnings"": [], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일 / 1월 1일""}], ""assumption_reason"": null}",parsed,operating-hours-1.2.0,"2025-09-09 08:31:00+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:40.721834+00","2026-08-09 02:40:01.65672+00",가능,,,,http://tong.visitkorea.or.kr/cms/resource/98/3531398_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3531398_image3_1.jpg,,,,,
1604941,12,"창덕궁 낙선재","서울특별시 종로구 율곡로 99 (와룡동)",37.5777031595,126.9902446339,11,110,HS,HS01,HS010100,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"": [{""months"": [2, 3, 4, 5], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [6, 7, 8], ""weekdays"": null, ""source_text"": "" 09:00~18:30 (입장마감 17:30)"", ""time_ranges"": [{""end"": ""18:30"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:30""}, {""months"": [9, 10], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [1, 11, 12], ""weekdays"": null, ""source_text"": "" 09:00~17:30 (입장마감 16:30)"", ""time_ranges"": [{""end"": ""17:30"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""16:30""}], ""warnings"": [""휴무 문구의 일부 예외를 구조화하지 못했습니다.""], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일""}], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2025-07-30 07:48:18+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00",불가능,,,,,,,,,,
1604953,12,"창덕궁 인정문","서울특별시 종로구 율곡로 99",37.5787974932,126.9911806294,11,110,HS,HS01,HS010300,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일","{""rules"": [{""months"": [2, 3, 4, 5], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [6, 7, 8], ""weekdays"": null, ""source_text"": "" 09:00~18:30 (입장마감 17:30)"", ""time_ranges"": [{""end"": ""18:30"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:30""}, {""months"": [9, 10], ""weekdays"": null, ""source_text"": "" 09:00~18:00 (입장마감 17:00)"", ""time_ranges"": [{""end"": ""18:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""17:00""}, {""months"": [1, 11, 12], ""weekdays"": null, ""source_text"": "" 09:00~17:30 (입장마감 16:30)"", ""time_ranges"": [{""end"": ""17:30"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""16:30""}], ""warnings"": [""휴무 문구의 일부 예외를 구조화하지 못했습니다.""], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일""}], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2025-03-13 04:55:13+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00",불가능,,,,http://tong.visitkorea.or.kr/cms/resource/78/3384878_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/3384878_image3_1.JPG,,,,,
1605009,12,"창경궁 홍화문","서울특별시 종로구 창경궁로 185 (와룡동)",37.5789336838,126.9964634775,11,110,HS,HS01,HS010300,"09:00~21:00 (입장마감 20:00)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임","{""rules"": [{""months"": null, ""weekdays"": null, ""source_text"": ""09:00~21:00 (입장마감 20:00)"", ""time_ranges"": [{""end"": ""21:00"", ""start"": ""09:00"", ""crosses_midnight"": false}], ""last_admission"": ""20:00""}], ""warnings"": [""휴무 문구의 일부 예외를 구조화하지 못했습니다.""], ""availability"": ""scheduled"", ""closure_rules"": [{""weekdays"": [0], ""source_text"": ""매주 월요일""}], ""assumption_reason"": null}",partial,operating-hours-1.2.0,"2025-03-13 05:05:49+00","2026-08-09 02:40:01.200497+00","2026-08-08 05:25:57.108297+00","2026-08-09 02:40:01.200497+00",success,,t,,,ff209a47-72a7-46d0-b190-0a427a9afb0a,"2026-07-23 17:11:41.296349+00","2026-08-09 02:40:01.65672+00","가능 (22대)",,,,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image3_1.JPG,,,,,
